,detail_id,transaction_id,item_id,quantity,payment_date,customer_id,customer_name,registration_date,email,gender,age,birth,pref
1396,1396,T0000001442,S002,3,2019-03-07 03:27:32,AS118198,김승한,2019-02-03 5:48,ishihara_shunsuke@example.com,M,24,1994-11-29,서울특별시
1397,1397,T0000001443,S003,1,2019-03-07 03:59:34,IK688052,김영재,2019-01-18 3:42,yahagi_haruka@example.com,F,43,1976-04-28,대전광역시
1398,1398,T0000001444,S005,1,2019-03-07 04:05:38,OA068305,김한서,2019-01-24 4:13,hoshino_reina@example.com,F,77,1942-01-26,서울특별시
1399,1399,T0000001445,S001,1,2019-03-07 04:09:54,OA996311,김지수,2019-01-18 16:08,yasoda_shiori@example.com,F,64,1954-12-26,광주광역시
1400,1400,T0000001446,S002,2,2019-03-07 04:10:04,HD319220,김선빈,2019-02-02 13:16,fukuzawa_noriko@example.com,F,42,1977-04-07,서울특별시
1401,1401,T0000001447,S002,1,2019-03-07 05:37:43,PL502982,김재한,2019-02-18 2:47,izumi_yukiya@example.com,M,42,1977-06-28,서울특별시
1402,1402,T0000001447,S003,1,2019-03-07 05:37:43,PL502982,김재한,2019-02-18 2:47,izumi_yukiya@example.com,M,42,1977-06-28,서울특별시
1403,1403,T0000001448,S001,1,2019-03-07 06:28:24,PL587969,이다솜,2019-03-05 13:28,funabashi_mayuko@example.com,F,79,1940-06-20,인천광역시
1404,1404,T0000001449,S001,3,2019-03-07 08:00:45,IK331136,김동휘,2019-01-23 2:42,mizuta_ayako@example.com,F,67,1952-01-29,서울특별시
1405,1405,T0000001450,S004,1,2019-03-07 09:05:29,HI728754,이아름,2019-03-07 4:21,terai_hikaru@example.com,F,47,1972-07-29,인천광역시
1406,1406,T0000001450,S005,1,2019-03-07 09:05:29,HI728754,이아름,2019-03-07 4:21,terai_hikaru@example.com,F,47,1972-07-29,인천광역시
1407,1407,T0000001451,S001,4,2019-03-07 09:16:00,GD194770,김예현,2019-02-06 8:26,honnda_fumiya@example.com,M,49,1969-10-06,대구광역시
1408,1408,T0000001452,S002,1,2019-03-07 11:08:50,HD995428,김강준,2019-01-21 14:15,ishigaki_shunji@example.com,M,21,1998-02-01,부산광역시
1409,1409,T0000001453,S003,1,2019-03-07 11:09:53,PL749842,김찬형,2019-02-05 14:15,ima_keiko@example.com,F,41,1978-06-20,부산광역시
1410,1410,T0000001454,S005,1,2019-03-07 11:41:32,IK559596,김하성,2019-01-14 20:15,tabata_yuu@example.com,F,31,1987-08-09,광주광역시
1411,1411,T0000001454,S001,1,2019-03-07 11:41:32,IK559596,김하성,2019-01-14 20:15,tabata_yuu@example.com,F,31,1987-08-09,광주광역시
1412,1412,T0000001455,S001,1,2019-03-07 13:02:08,OA157445,김정환,2019-01-16 5:21,inada_masaya@example.com,M,59,1959-12-29,울산광역시
1413,1413,T0000001456,S005,1,2019-03-07 13:53:19,OA782311,이기문,2019-02-28 9:05,tamada_hikaru@example.com,M,24,1995-03-15,광주광역시
1414,1414,T0000001457,S005,1,2019-03-07 16:06:36,HD044538,이가영,2019-03-05 2:17,torii_miki@example.com,F,26,1993-03-23,서울특별시
1415,1415,T0000001458,S005,1,2019-03-07 16:15:52,PL587969,이다솜,2019-03-05 13:28,funabashi_mayuko@example.com,F,79,1940-06-20,인천광역시
1416,1416,T0000001459,S004,1,2019-03-07 16:17:10,IK377339,이슬아,2019-03-06 13:45,suga_ruria@example.com,F,36,1982-10-12,부산광역시
1417,1417,T0000001460,S001,2,2019-03-07 16:19:45,TS647525,김동윤,2019-01-08 20:50,ueno_ryou@example.com,M,36,1983-03-30,대구광역시
1418,1418,T0000001461,S002,1,2019-03-07 16:33:40,HD338928,김진후,2019-01-30 0:24,kashiwara_takashi@example.com,M,67,1952-02-09,대구광역시
1419,1419,T0000001462,S001,1,2019-03-07 18:54:20,AS421462,이하나,2019-03-05 10:12,furuyama_yuu@example.com,F,40,1978-09-11,부산광역시
1420,1420,T0000001463,S002,1,2019-03-07 19:05:48,TS306264,이희민,2019-02-22 0:49,hirokawa_haruomi@example.com,M,31,1987-09-02,부산광역시
1421,1421,T0000001464,S005,1,2019-03-07 19:22:52,GD144013,이은률,2019-02-23 19:49,kawanishi_yuuichi@example.com,M,63,1956-05-02,부산광역시
1422,1422,T0000001465,S005,1,2019-03-07 19:52:27,TS724973,김호민,2019-02-10 13:18,kohira_kaoru@example.com,F,57,1962-01-21,울산광역시
1423,1423,T0000001466,S002,1,2019-03-07 20:20:11,AS108195,김우경,2019-02-15 11:36,tsuchihashi_mitsuhiro@example.com,M,67,1951-12-04,인천광역시
1424,1424,T0000001467,S002,1,2019-03-07 20:21:12,GD398654,이태언,2019-02-20 22:19,shimizu_ryouko@example.com,F,41,1977-10-27,대구광역시
1425,1425,T0000001468,S002,1,2019-03-07 21:25:19,HD837160,이강찬,2019-02-20 21:33,asami_yuu1@example.com,F,55,1964-02-17,서울특별시
1426,1426,T0000001469,S001,2,2019-03-07 21:47:12,OA007004,이준일,2019-02-24 8:42,sekiya_aya@example.com,F,72,1946-09-24,광주광역시
1427,1427,T0000001470,S001,2,2019-03-07 21:50:05,PL077120,이용수,2019-02-25 20:50,suenaga_hideki@example.com,M,78,1941-07-19,대전광역시
1428,1428,T0000001471,S001,1,2019-03-07 23:43:42,AS716291,김도우,2019-02-04 11:14,hagiwara_ikuko@example.com,F,35,1984-03-01,서울특별시
1429,1429,T0000001472,S005,1,2019-03-08 00:26:08,TS248015,김진서,2019-01-13 2:24,kojima_yuri@example.com,F,45,1973-08-30,대구광역시
1430,1430,T0000001473,S001,3,2019-03-08 00:38:33,HD417609,이윤지,2019-03-03 6:07,iwasa_masakazu@example.com,M,31,1988-03-05,인천광역시
1431,1431,T0000001473,S004,1,2019-03-08 00:38:33,HD417609,이윤지,2019-03-03 6:07,iwasa_masakazu@example.com,M,31,1988-03-05,인천광역시
1432,1432,T0000001474,S004,1,2019-03-08 00:57:03,HD739338,김지호,2019-01-01 5:51,hashiguchi_masaya@example.com,M,45,1974-06-04,대전광역시
1433,1433,T0000001474,S001,1,2019-03-08 00:57:03,HD739338,김지호,2019-01-01 5:51,hashiguchi_masaya@example.com,M,45,1974-06-04,대전광역시
1434,1434,T0000001475,S001,1,2019-03-08 01:06:38,PL195594,김재찬,2019-02-15 21:28,okuda_haruka@example.com,F,37,1982-05-09,인천광역시
1435,1435,T0000001475,S005,1,2019-03-08 01:06:38,PL195594,김재찬,2019-02-15 21:28,okuda_haruka@example.com,F,37,1982-05-09,인천광역시
1436,1436,T0000001476,S001,1,2019-03-08 01:29:59,GD314208,김도한,2019-02-10 15:46,taguchi_naoto@example.com,M,54,1965-06-09,서울특별시
1437,1437,T0000001477,S001,1,2019-03-08 01:56:46,AS779688,김준후,2019-01-11 2:19,tsuchihashi_kaoru@example.com,M,59,1960-07-18,부산광역시
1438,1438,T0000001477,S001,1,2019-03-08 01:56:46,AS779688,김준후,2019-01-11 2:19,tsuchihashi_kaoru@example.com,M,59,1960-07-18,부산광역시
1439,1439,T0000001478,S001,1,2019-03-08 03:44:27,HI493527,김태진,2019-01-31 5:11,shimura_dankichi@example.com,M,48,1970-08-12,부산광역시
1440,1440,T0000001479,S002,1,2019-03-08 05:16:55,OA558666,김승현,2019-01-02 3:00,urano_aki@example.com,F,61,1957-11-14,서울특별시
1441,1441,T0000001480,S004,2,2019-03-08 05:38:15,TS311640,김승진,2019-01-24 21:24,nakahara_toshiya@example.com,M,66,1953-01-21,대구광역시
1442,1442,T0000001481,S001,2,2019-03-08 08:03:20,HI506119,김시헌,2019-01-10 8:42,tsukahara_yuuko@example.com,F,41,1978-01-21,인천광역시
1443,1443,T0000001482,S005,1,2019-03-08 08:16:55,AS118198,김승한,2019-02-03 5:48,ishihara_shunsuke@example.com,M,24,1994-11-29,서울특별시
1444,1444,T0000001483,S004,1,2019-03-08 08:18:17,IK743897,김정후,2019-01-08 4:03,ogata_ikue@example.com,F,61,1957-08-08,부산광역시
1445,1445,T0000001484,S005,1,2019-03-08 08:30:57,TS306264,이희민,2019-02-22 0:49,hirokawa_haruomi@example.com,M,31,1987-09-02,부산광역시
1446,1446,T0000001485,S003,2,2019-03-08 08:38:55,HD597545,김지빈,2019-02-12 23:16,isaki_kimiaki@example.com,M,33,1985-11-19,대구광역시
1447,1447,T0000001486,S003,1,2019-03-08 09:25:44,GD790125,김담,2019-02-06 5:10,kurokawa_yuujirou@example.com,M,23,1996-03-05,인천광역시
1448,1448,T0000001487,S001,1,2019-03-08 09:30:38,IK323455,김준재,2019-02-14 3:13,kuwabara_ryou@example.com,F,77,1942-06-29,서울특별시
1449,1449,T0000001488,S001,2,2019-03-08 09:47:07,AS471761,김다겸,2019-02-05 16:50,nakaduka_asami@example.com,F,53,1965-08-18,울산광역시
1450,1450,T0000001489,S005,1,2019-03-08 09:57:19,AS230629,김은호,2019-01-04 16:19,nojima_susumu@example.com,M,55,1963-09-01,인천광역시
1451,1451,T0000001490,S003,1,2019-03-08 10:07:56,GD691243,김정민,2019-01-04 10:37,nakazono_shunji@example.com,M,48,1970-11-20,인천광역시
1452,1452,T0000001491,S005,1,2019-03-08 11:00:52,TS425666,김기환,2019-02-12 20:00,sanada_ayaka@example.com,F,62,1957-03-01,대전광역시
1453,1453,T0000001492,S005,1,2019-03-08 12:12:31,HI348702,김원,2019-01-18 18:58,yamano_teruo@example.com,M,34,1985-06-20,대전광역시
1454,1454,T0000001493,S001,1,2019-03-08 13:17:22,HD625038,이성제,2019-02-19 14:17,iketani_teruyoshi@example.com,M,64,1955-07-09,서울특별시
1455,1455,T0000001494,S001,1,2019-03-08 15:11:16,PL983619,김강산,2019-02-04 4:44,sawa_hikaru@example.com,F,24,1995-07-08,대전광역시
1456,1456,T0000001495,S001,1,2019-03-08 17:21:10,AS931712,김성욱,2019-01-20 9:30,aoyama_seiichi@example.com,M,41,1978-01-22,인천광역시
1457,1457,T0000001496,S004,1,2019-03-08 18:06:18,OA594265,김사무엘,2019-02-06 10:23,oda_hitomi@example.com,F,31,1988-04-20,서울특별시
1458,1458,T0000001497,S004,1,2019-03-08 18:06:22,TS971314,김지우,2019-01-02 9:39,ichida_yuuichi@example.com,M,61,1958-02-06,부산광역시
1459,1459,T0000001498,S005,1,2019-03-08 18:17:04,AS273414,이상범,2019-02-20 15:03,sawada_kaoru@example.com,F,63,1956-01-23,대전광역시
1460,1460,T0000001499,S005,1,2019-03-08 18:51:06,TS459568,김규진,2019-01-24 9:00,kitajima_mikako@example.com,F,53,1966-05-01,대구광역시
1461,1461,T0000001500,S005,1,2019-03-08 19:17:37,OA963991,김지석,2019-01-16 16:59,miyajima_shun@example.com,M,30,1989-04-14,대구광역시
1462,1462,T0000001501,S002,1,2019-03-08 19:50:28,OA707923,김시안,2019-01-10 13:56,horiuchi_rokurou@example.com,M,29,1989-08-18,부산광역시
1463,1463,T0000001502,S001,2,2019-03-08 20:13:13,HD426886,김찬서,2019-01-25 4:05,aida_hikaru@example.com,F,79,1939-09-18,대구광역시
1464,1464,T0000001503,S005,1,2019-03-08 20:14:27,OA004129,김세훈,2019-01-12 9:15,fujiki_kadue@example.com,F,46,1973-01-06,부산광역시
1465,1465,T0000001504,S005,1,2019-03-08 21:03:49,GD390442,김범준,2019-01-07 19:31,miyazaki_mika@example.com,F,72,1947-02-23,서울특별시
1466,1466,T0000001505,S005,1,2019-03-08 21:05:21,PL000073,김정준,2019-01-29 11:44,moriya_teruo@example.com,M,65,1953-09-21,대구광역시
1467,1467,T0000001506,S005,1,2019-03-08 22:58:57,IK004574,김연후,2019-01-15 20:03,sawai_satomi@example.com,F,61,1958-02-15,대전광역시
1468,1468,T0000001507,S002,1,2019-03-08 23:37:17,TS634630,김로빈,2019-02-03 8:08,murai_motoki@example.com,M,67,1951-10-11,인천광역시
1469,1469,T0000001508,S002,1,2019-03-09 00:05:58,IK433428,김상원,2019-01-17 9:28,mizukawa_yuu@example.com,F,45,1974-05-09,울산광역시
1470,1470,T0000001509,S002,1,2019-03-09 00:36:25,HI755349,김동율,2019-02-06 16:18,fukaya_tetsuhiro@example.com,M,24,1994-12-26,서울특별시
1471,1471,T0000001510,S005,1,2019-03-09 01:39:53,AS842977,김태영,2019-01-07 6:37,miyazawa_emi@example.com,F,28,1990-09-26,대전광역시
1472,1472,T0000001511,S003,2,2019-03-09 02:08:19,HD814444,김경진,2019-02-12 12:06,higashi_mitsuhiro@example.com,M,67,1951-11-16,서울특별시
1473,1473,T0000001512,S001,1,2019-03-09 02:31:47,HD994980,김민재,2019-01-01 21:22,kasai_nanase@example.com,F,52,1967-08-05,울산광역시
1474,1474,T0000001513,S004,1,2019-03-09 02:56:29,HI527630,김효재,2019-01-30 8:53,takase_erika@example.com,F,26,1993-03-28,광주광역시
1475,1475,T0000001514,S001,2,2019-03-09 03:55:54,PL571624,김해율,2019-02-18 3:48,uchida_emiko@example.com,F,33,1986-06-30,대전광역시
1476,1476,T0000001515,S001,1,2019-03-09 04:19:19,OA829372,김도율,2019-01-07 13:57,ootake_rina@example.com,F,45,1973-12-13,대전광역시
1477,1477,T0000001516,S005,1,2019-03-09 05:35:26,OA869095,김유성,2019-01-13 5:39,kurosawa_asaka@example.com,F,55,1963-08-08,대전광역시
1478,1478,T0000001517,S003,1,2019-03-09 06:08:23,GD230002,이희태,2019-02-28 9:45,kikkawa_yuuichi@example.com,M,48,1971-05-10,인천광역시
1479,1479,T0000001518,S005,1,2019-03-09 07:30:12,HI588457,이유완,2019-02-22 22:20,oki_risa@example.com,F,75,1943-09-11,인천광역시
1480,1480,T0000001519,S003,1,2019-03-09 08:00:43,HD537465,이진한,2019-02-28 15:36,nagashima_miho@example.com,F,63,1955-08-19,대구광역시
1481,1481,T0000001520,S005,1,2019-03-09 09:06:40,OA680638,이설,2019-02-24 21:03,kihara_tomoya@example.com,M,53,1965-11-11,울산광역시
1482,1482,T0000001521,S003,2,2019-03-09 09:51:45,HI573797,김태혁,2019-02-02 5:36,yamamura_kazuki@example.com,M,49,1969-08-24,인천광역시
1483,1483,T0000001522,S005,1,2019-03-09 10:07:00,HI412057,김현섭,2019-02-14 20:07,shinndou_satomi@example.com,F,35,1983-09-04,대구광역시
1484,1484,T0000001523,S002,1,2019-03-09 10:30:52,HD333544,김하경,2019-02-18 21:43,koyanagi_rio@example.com,F,71,1947-10-11,인천광역시
1485,1485,T0000001524,S003,1,2019-03-09 10:53:41,HI664739,김민근,2019-02-05 2:47,sako_erika@example.com,F,25,1994-01-03,대전광역시
1486,1486,T0000001525,S004,1,2019-03-09 11:04:34,TS736914,김은택,2019-02-14 23:08,itou_kenichi@example.com,M,33,1985-12-06,대전광역시
1487,1487,T0000001526,S001,1,2019-03-09 11:29:40,OA701687,김근영,2019-02-11 3:29,utada_masatoshi@example.com,M,56,1962-10-14,대구광역시
1488,1488,T0000001526,S001,1,2019-03-09 11:29:40,OA701687,김근영,2019-02-11 3:29,utada_masatoshi@example.com,M,56,1962-10-14,대구광역시
1489,1489,T0000001527,S001,1,2019-03-09 11:32:07,HD194702,김시언,2019-01-17 9:19,kimoto_asaka@example.com,F,72,1947-01-24,대전광역시
1490,1490,T0000001528,S002,1,2019-03-09 11:42:15,TS037478,이주승,2019-02-20 12:59,doi_megumi@example.com,F,72,1946-08-12,광주광역시
1491,1491,T0000001529,S002,1,2019-03-09 11:47:12,GD892565,김주원,2019-01-01 4:54,oouchi_takashi@example.com,M,54,1965-08-05,울산광역시
1492,1492,T0000001530,S005,1,2019-03-09 13:15:37,HD096925,김인호,2019-01-16 20:20,takeuchi_mina@example.com,F,63,1956-06-13,울산광역시
1493,1493,T0000001531,S003,2,2019-03-09 14:40:48,AS677499,김보성,2019-01-27 15:51,takeuchi_myuu@example.com,F,77,1941-11-11,서울특별시
1494,1494,T0000001532,S004,1,2019-03-09 15:10:54,TS962550,김서형,2019-02-05 22:08,izumi_rokurou@example.com,M,51,1967-10-05,서울특별시
1495,1495,T0000001533,S003,1,2019-03-09 16:33:27,PL340906,김승찬,2019-01-09 6:58,kikkawa_megumi@example.com,F,34,1985-04-08,서울특별시
1496,1496,T0000001534,S001,1,2019-03-09 17:27:32,PL664277,김세혁,2019-02-11 5:53,ooba_hiroko@example.com,F,24,1994-09-23,인천광역시
1497,1497,T0000001535,S005,1,2019-03-09 17:57:34,PL598638,김현재,2019-01-19 21:24,shirota_takashi@example.com,M,33,1986-02-24,광주광역시
1498,1498,T0000001536,S003,1,2019-03-09 18:20:47,HI576763,김동인,2019-02-14 18:49,oohira_emi@example.com,F,42,1976-12-14,인천광역시
1499,1499,T0000001537,S002,1,2019-03-09 18:55:49,AS984922,김해민,2019-02-10 11:00,kanamori_tarou@example.com,M,75,1944-05-05,대전광역시
1500,1500,T0000001538,S002,1,2019-03-09 20:10:29,IK642724,이안,2019-02-24 22:36,fujii_jun@example.com,M,59,1960-02-05,대전광역시
1501,1501,T0000001539,S001,1,2019-03-09 20:28:30,OA329115,김동호,2019-01-18 14:49,sawa_masatoshi@example.com,M,59,1960-06-01,광주광역시
1502,1502,T0000001540,S003,1,2019-03-09 20:36:59,PL186773,김지안,2019-01-03 11:20,tsukahara_mika@example.com,F,22,1997-07-26,광주광역시
1503,1503,T0000001541,S001,3,2019-03-09 21:13:54,HI728754,이아름,2019-03-07 4:21,terai_hikaru@example.com,F,47,1972-07-29,인천광역시
1504,1504,T0000001542,S003,1,2019-03-09 21:36:05,HI599756,김은재,2019-01-16 14:01,igawa_keiji@example.com,M,51,1968-05-06,인천광역시
1505,1505,T0000001543,S001,3,2019-03-09 21:40:47,OA106766,김병훈,2019-02-08 15:24,hosoyama_naoto@example.com,M,24,1995-03-15,서울특별시
1506,1506,T0000001544,S002,2,2019-03-09 21:56:06,PL542865,김영빈,2019-01-25 6:46,kurita_kenichi@example.com,M,74,1944-12-17,광주광역시
1507,1507,T0000001545,S001,2,2019-03-09 22:16:24,GD727286,김민중,2019-02-17 13:44,mizushima_natsuki@example.com,F,57,1962-02-06,대구광역시
1508,1508,T0000001546,S005,1,2019-03-09 23:55:33,PL152568,김윤빈,2019-02-07 23:12,arimura_miwako@example.com,F,36,1982-09-01,울산광역시
1509,1509,T0000001547,S003,1,2019-03-10 00:23:14,AS760415,이리건,2019-02-27 10:15,hitoto_asahi@example.com,F,45,1973-11-12,대전광역시
1510,1510,T0000001548,S004,1,2019-03-10 00:59:46,OA642994,김하랑,2019-01-06 8:01,komiya_susumu@example.com,M,76,1943-06-10,부산광역시
1511,1511,T0000001549,S001,1,2019-03-10 01:47:16,TS806267,이승아,2019-03-03 14:49,kon_akane@example.com,F,63,1955-08-17,대구광역시
1512,1512,T0000001550,S002,3,2019-03-10 03:50:39,PL077120,이용수,2019-02-25 20:50,suenaga_hideki@example.com,M,78,1941-07-19,대전광역시
1513,1513,T0000001551,S001,1,2019-03-10 06:24:30,AS278780,이한민,2019-02-22 9:50,hirosue_nagatoshi@example.com,M,54,1964-10-27,인천광역시
1514,1514,T0000001551,S001,1,2019-03-10 06:24:30,AS278780,이한민,2019-02-22 9:50,hirosue_nagatoshi@example.com,M,54,1964-10-27,인천광역시
1515,1515,T0000001552,S002,1,2019-03-10 06:29:27,HD123842,김준호,2019-01-03 9:20,kanzaki_keiji@example.com,M,74,1944-11-17,부산광역시
1516,1516,T0000001553,S005,1,2019-03-10 07:00:44,PL470875,김제민,2019-01-27 13:11,kanai_shibori@example.com,F,74,1945-07-02,서울특별시
1517,1517,T0000001554,S004,1,2019-03-10 07:10:51,HI488123,이병헌,2019-02-25 0:33,sakurai_kyouko@example.com,F,70,1948-09-16,서울특별시
1518,1518,T0000001555,S002,1,2019-03-10 07:45:03,PL053548,김명준,2019-01-16 18:01,fukazawa_aina@example.com,F,64,1954-12-14,인천광역시
1519,1519,T0000001556,S002,1,2019-03-10 07:54:10,TS306264,이희민,2019-02-22 0:49,hirokawa_haruomi@example.com,M,31,1987-09-02,부산광역시
1520,1520,T0000001557,S001,1,2019-03-10 08:12:22,IK183913,김형찬,2019-02-15 8:12,hatayama_satoshi@example.com,M,46,1973-02-23,인천광역시
1521,1521,T0000001558,S002,1,2019-03-10 08:18:46,IK582567,김태산,2019-01-31 20:29,takabata_norihito@example.com,M,31,1987-11-23,서울특별시
1522,1522,T0000001559,S001,1,2019-03-10 09:00:16,PL524403,이권율,2019-02-21 2:34,hirota_hiroyuki@example.com,M,39,1979-10-15,울산광역시
1523,1523,T0000001560,S005,1,2019-03-10 10:20:43,AS654830,김리원,2019-02-18 6:46,kokubunn_hitomi@example.com,F,52,1966-10-28,인천광역시
1524,1524,T0000001560,S005,1,2019-03-10 10:20:43,AS654830,김리원,2019-02-18 6:46,kokubunn_hitomi@example.com,F,52,1966-10-28,인천광역시
1525,1525,T0000001561,S004,1,2019-03-10 11:07:03,TS105753,이연석,2019-02-19 5:16,kanashiro_reiko@example.com,F,54,1964-08-18,인천광역시
1526,1526,T0000001562,S002,1,2019-03-10 11:14:38,AS529972,이현아,2019-03-04 19:45,takagi_chiemi@example.com,F,58,1960-10-13,대전광역시
1527,1527,T0000001563,S003,1,2019-03-10 12:03:18,PL042341,김현식,2019-02-13 17:54,umezawa_yuuki@example.com,M,47,1972-06-13,서울특별시
1528,1528,T0000001564,S001,1,2019-03-10 12:40:05,AS699883,김이준,2019-01-03 15:53,maki_asami@example.com,F,59,1959-10-10,서울특별시
1529,1529,T0000001565,S003,1,2019-03-10 12:45:07,HI697849,김서안,2019-01-28 14:11,tamura_hiroki@example.com,M,56,1963-07-22,인천광역시
1530,1530,T0000001566,S004,1,2019-03-10 14:29:56,AS460629,김준기,2019-01-16 15:26,fujikawa_seiichi@example.com,M,54,1965-03-04,인천광역시
1531,1531,T0000001567,S002,2,2019-03-10 15:47:12,AS627304,김상민,2019-01-12 12:24,kurota_rio@example.com,F,48,1970-12-01,부산광역시
1532,1532,T0000001568,S001,2,2019-03-10 16:18:33,HI441426,김정찬,2019-02-14 6:29,honma_tomofumi@example.com,M,36,1983-01-11,대전광역시
1533,1533,T0000001569,S005,1,2019-03-10 16:32:20,PL852196,김주형,2019-01-13 10:03,shiraki_mitsunori@example.com,M,47,1971-10-19,인천광역시
1534,1534,T0000001570,S001,1,2019-03-10 17:08:40,PL299549,김기준,2019-02-01 22:06,itou_tarou@example.com,M,22,1996-10-16,대전광역시
1535,1535,T0000001571,S002,1,2019-03-10 18:31:36,GD378149,김현빈,2019-01-09 11:30,fujiyama_masami@example.com,F,76,1942-10-03,인천광역시
1536,1536,T0000001572,S002,1,2019-03-10 21:18:07,HI606358,김성윤,2019-01-08 6:27,uchimura_masami@example.com,F,39,1980-06-29,인천광역시
1537,1537,T0000001573,S001,1,2019-03-10 21:26:07,PL571624,김해율,2019-02-18 3:48,uchida_emiko@example.com,F,33,1986-06-30,대전광역시
1538,1538,T0000001574,S002,1,2019-03-10 21:44:31,PL484153,김태휘,2019-02-18 8:31,kishibe_jin@example.com,M,56,1962-12-04,부산광역시
1539,1539,T0000001575,S001,2,2019-03-10 21:52:53,TS311640,김승진,2019-01-24 21:24,nakahara_toshiya@example.com,M,66,1953-01-21,대구광역시
1540,1540,T0000001576,S001,3,2019-03-10 22:03:30,HD962462,이채빈,2019-02-27 23:30,honnyama_saki@example.com,F,67,1951-12-04,인천광역시
1541,1541,T0000001577,S001,2,2019-03-10 23:11:09,TS999855,김건욱,2019-02-03 12:52,shimura_ryou@example.com,M,58,1961-03-30,울산광역시
1542,1542,T0000001578,S003,2,2019-03-10 23:17:03,HD123842,김준호,2019-01-03 9:20,kanzaki_keiji@example.com,M,74,1944-11-17,부산광역시
1543,1543,T0000001579,S005,1,2019-03-10 23:28:19,AS574816,김준하,2019-01-15 18:30,uchiyama_yuu@example.com,F,34,1985-01-19,울산광역시
1544,1544,T0000001580,S005,1,2019-03-10 23:29:59,HD461880,김도엽,2019-01-30 9:55,terajima_shinichi@example.com,M,22,1997-06-25,인천광역시
1545,1545,T0000001581,S001,3,2019-03-10 23:44:52,PL540895,김보현,2019-02-09 2:31,kanamori_natsumi@example.com,F,69,1950-04-23,인천광역시
1546,1546,T0000001582,S001,2,2019-03-11 00:06:29,AS844339,김강호,2019-02-03 7:06,abe_ayame@example.com,F,46,1972-09-23,서울특별시
1547,1547,T0000001583,S005,1,2019-03-11 00:22:36,OA931227,이해린,2019-03-09 16:37,fujishima_tomoka@example.com,F,65,1954-06-11,대전광역시
1548,1548,T0000001584,S003,1,2019-03-11 00:55:32,IK660380,김정한,2019-02-05 21:57,shouji_ryuukichi@example.com,M,58,1961-03-24,서울특별시
1549,1549,T0000001585,S002,1,2019-03-11 01:32:09,PL374717,김한결,2019-01-03 2:57,tokuta_kenichi@example.com,M,30,1989-04-08,울산광역시
1550,1550,T0000001586,S002,1,2019-03-11 02:59:33,OA019548,이유정,2019-03-04 6:32,kai_miwako@example.com,F,58,1960-09-23,인천광역시
1551,1551,T0000001586,S001,1,2019-03-11 02:59:33,OA019548,이유정,2019-03-04 6:32,kai_miwako@example.com,F,58,1960-09-23,인천광역시
1552,1552,T0000001587,S005,2,2019-03-11 04:34:04,GD862639,이규한,2019-02-28 15:30,tsuchihashi_yasufumi@example.com,M,20,1999-06-20,서울특별시
1553,1553,T0000001588,S001,1,2019-03-11 05:46:05,TS493191,김이솔,2019-02-11 3:41,tanabe_kimimaro@example.com,M,77,1942-07-10,인천광역시
1554,1554,T0000001589,S003,1,2019-03-11 06:04:45,HD014166,김민형,2019-01-25 22:28,nakatani_miho@example.com,F,61,1958-01-09,인천광역시
1555,1555,T0000001590,S003,1,2019-03-11 07:48:13,AS695311,이무영,2019-02-23 3:01,hotta_rinako@example.com,F,72,1947-08-06,광주광역시
1556,1556,T0000001591,S001,1,2019-03-11 08:44:49,GD979485,김규빈,2019-01-10 5:17,akutsu_keiko@example.com,F,64,1955-01-31,서울특별시
1557,1557,T0000001592,S003,1,2019-03-11 10:29:43,PL704411,김슬찬,2019-01-31 18:04,yamazaki_tamaki@example.com,F,38,1981-03-19,대전광역시
1558,1558,T0000001593,S002,1,2019-03-11 11:17:37,GD964685,이아연,2019-03-06 9:23,hotohara_mitsunori@example.com,M,25,1994-05-03,대전광역시
1559,1559,T0000001594,S005,1,2019-03-11 11:19:20,HI963858,김규범,2019-02-08 15:12,murai_tooru@example.com,M,49,1970-03-20,부산광역시
1560,1560,T0000001595,S005,1,2019-03-11 12:35:07,TS977703,이세령,2019-03-11 9:04,fukada_shinsuke@example.com,M,70,1949-02-22,인천광역시
1561,1561,T0000001596,S002,3,2019-03-11 13:34:06,GD521924,김시운,2019-02-03 7:13,nozaki_michiko@example.com,F,44,1975-08-03,인천광역시
1562,1562,T0000001597,S002,2,2019-03-11 15:25:05,OA142331,김건형,2019-01-31 4:03,nishijima_chikako@example.com,F,55,1964-06-03,대전광역시
1563,1563,T0000001598,S001,1,2019-03-11 15:39:38,OA368057,김성현,2019-01-03 9:58,matsubara_yuuichi@example.com,M,35,1984-07-22,울산광역시
1564,1564,T0000001599,S005,1,2019-03-11 16:48:24,AS568468,이주은,2019-02-19 9:50,tsumabuki_yutaka@example.com,M,23,1996-02-12,대구광역시
1565,1565,T0000001600,S003,1,2019-03-11 18:21:40,AS734592,김세빈,2019-02-02 16:38,kikuta_you@example.com,F,72,1946-08-24,인천광역시
1566,1566,T0000001601,S005,1,2019-03-11 18:30:03,HI792024,김하람,2019-01-04 22:27,yamagami_takeo@example.com,M,46,1973-07-11,대전광역시
1567,1567,T0000001602,S005,1,2019-03-11 19:11:24,IK005076,이병윤,2019-02-19 15:56,kano_emi@example.com,F,66,1952-11-27,울산광역시
1568,1568,T0000001603,S001,1,2019-03-11 19:34:31,GD094728,이은설,2019-03-08 0:27,shinoyama_ryuuta@example.com,M,68,1950-11-08,울산광역시
