,purchase_date,item_name,item_price,customer_name,purchase_month
2808,2019-03-19 06:00:00,상품D,400.0,김지혁,201903
1303,2019-07-17 13:31:00,상품D,400.0,김유준,201907
1669,2019-02-24 13:55:00,상품D,400.0,김도원,201902
2561,2019-01-25 04:12:00,상품D,400.0,김현우,201901
2685,2019-02-08 21:08:00,상품D,400.0,김유찬,201902
1695,2019-03-31 12:47:00,상품D,400.0,김지민,201903
1936,2019-07-01 13:28:00,상품D,400.0,김정원,201907
1912,2019-03-20 03:49:00,상품D,400.0,김시환,201903
2580,2019-05-04 11:51:00,상품D,400.0,김도원,201905
2919,2019-06-24 11:02:00,상품D,400.0,김지용,201906
1881,2019-06-09 11:38:00,상품D,400.0,정도형,201906
2916,2019-01-27 19:11:00,상품D,400.0,김민호,201901
864,2019-04-26 13:34:00,상품D,400.0,김우빈,201904
865,2019-05-11 10:22:00,상품D,400.0,김범준,201905
1862,2019-01-28 19:28:00,상품D,400.0,김태영,201901
2904,2019-04-12 05:41:00,상품D,400.0,김승호,201904
1851,2019-01-23 12:40:00,상품D,400.0,김은호,201901
1846,2019-01-17 17:46:00,상품D,400.0,김지민,201901
1844,2019-01-06 02:09:00,상품D,400.0,김은혁,201901
894,2019-05-02 02:19:00,상품D,400.0,김지완,201905
1837,2019-07-16 22:02:00,상품D,400.0,김찬우,201907
2884,2019-02-22 17:50:00,상품D,400.0,김지우,201902
1814,2019-02-17 03:05:00,상품D,400.0,김연준,201902
910,2019-04-29 14:03:00,상품D,400.0,김상민,201904
918,2019-07-26 04:57:00,상품D,400.0,김재준,201907
925,2019-05-21 09:45:00,상품D,400.0,김예찬,201905
1777,2019-02-27 18:54:00,상품D,400.0,김윤서,201902
2613,2019-07-18 05:34:00,상품D,400.0,김준석,201907
2877,2019-02-08 19:01:00,상품D,400.0,김지혁,201902
969,2019-05-20 03:59:00,상품D,400.0,김성빈,201905
974,2019-02-05 22:18:00,상품D,400.0,김은율,201902
1743,2019-01-22 00:13:00,상품D,400.0,김정원,201901
1735,2019-05-27 23:26:00,상품D,400.0,김주안,201905
2663,2019-06-15 11:35:00,상품D,400.0,김민수,201906
1696,2019-05-28 02:01:00,상품D,400.0,김이안,201905
1693,2019-04-14 07:14:00,상품D,400.0,김은성,201904
1668,2019-04-05 05:29:00,상품D,400.0,김성준,201904
2998,2019-07-21 00:31:00,상품D,400.0,정준기,201907
279,2019-06-14 19:39:00,상품D,400.0,김하율,201906
468,2019-04-20 14:29:00,상품D,400.0,김준석,201904
73,2019-06-23 14:25:00,상품D,400.0,김주영,201906
140,2019-07-29 18:23:00,상품D,400.0,김상현,201907
351,2019-07-25 21:42:00,상품D,400.0,김다온,201907
476,2019-06-06 12:58:00,상품D,400.0,김민서,201906
461,2019-05-06 21:59:00,상품D,400.0,김윤서,201905
441,2019-02-01 13:19:00,상품D,400.0,김지성,201902
478,2019-02-11 15:51:00,상품D,400.0,김유진,201902
204,2019-06-25 06:16:00,상품D,400.0,김지환,201906
163,2019-04-20 01:54:00,상품D,400.0,김민건,201904
203,2019-01-15 06:22:00,상품D,400.0,김승우,201901
186,2019-04-18 06:11:00,상품D,400.0,김준서,201904
475,2019-04-01 13:25:00,상품D,400.0,김유찬,201904
458,2019-03-22 10:08:00,상품D,400.0,김대현,201903
385,2019-07-27 21:50:00,상품D,400.0,김지오,201907
365,2019-03-19 02:02:00,상품D,400.0,김지오,201903
410,2019-02-25 11:16:00,상품D,400.0,김정민,201902
56,2019-06-02 05:32:00,상품D,400.0,김선우,201906
451,2019-04-08 12:50:00,상품D,400.0,김지호,201904
1717,2019-07-25 06:30:00,상품E,500.0,김민우,201907
1541,2019-06-29 02:44:00,상품E,500.0,김민석,201906
407,2019-05-04 13:56:00,상품E,500.0,김재민,201905
1540,2019-07-17 06:52:00,상품E,500.0,김지완,201907
1640,2019-04-10 15:59:00,상품E,500.0,김건희,201904
752,2019-03-08 02:15:00,상품E,500.0,김은율,201903
402,2019-07-10 20:31:00,상품E,500.0,김승윤,201907
1901,2019-06-19 08:33:00,상품E,500.0,김태민,201906
2138,2019-05-06 12:04:00,상품E,500.0,김시완,201905
444,2019-02-09 03:38:00,상품E,500.0,김태인,201902
654,2019-02-03 02:15:00,상품E,500.0,김건우,201902
576,2019-02-04 22:08:00,상품E,500.0,김민준,201902
762,2019-03-03 02:11:00,상품E,500.0,김시온,201903
2595,2019-01-16 23:41:00,상품E,500.0,김이준,201901
2474,2019-03-19 20:34:00,상품E,500.0,김현준,201903
2362,2019-01-09 13:57:00,상품E,500.0,김준우,201901
2012,2019-04-15 08:24:00,상품E,500.0,김도하,201904
904,2019-07-20 17:48:00,상품E,500.0,김동하,201907
1888,2019-04-06 10:50:00,상품E,500.0,김성현,201904
875,2019-04-12 06:04:00,상품E,500.0,김예찬,201904
1914,2019-02-11 15:23:00,상품E,500.0,김현수,201902
2433,2019-06-12 01:12:00,상품E,500.0,김재원,201906
157,2019-05-20 03:55:00,상품E,500.0,김연호,201905
1537,2019-07-06 23:37:00,상품E,500.0,김은호,201907
180,2019-03-02 15:38:00,상품E,500.0,김시율,201903
2626,2019-05-08 13:22:00,상품E,500.0,김도윤,201905
421,2019-05-31 20:07:00,상품E,500.0,김경민,201905
1672,2019-06-16 17:53:00,상품E,500.0,김재혁,201906
2621,2019-04-28 13:43:00,상품E,500.0,김은호,201904
1675,2019-02-24 02:46:00,상품E,500.0,김승주,201902
2616,2019-03-22 12:50:00,상품E,500.0,김태훈,201903
1677,2019-01-20 08:56:00,상품E,500.0,김윤찬,201901
36,2019-07-27 00:08:00,상품E,500.0,김지율,201907
2705,2019-04-17 11:14:00,상품E,500.0,김유찬,201904
826,2019-06-28 02:25:00,상품E,500.0,김서준,201906
2338,2019-05-22 23:30:00,상품E,500.0,김태민,201905
2941,2019-01-30 01:10:00,상품E,500.0,김동현,201901
427,2019-06-27 02:49:00,상품E,500.0,김승후,201906
1653,2019-02-14 13:40:00,상품E,500.0,김재민,201902
1528,2019-01-01 13:11:00,상품E,500.0,김은율,201901
1938,2019-02-10 13:29:00,상품E,500.0,김민준,201902
779,2019-01-26 23:24:00,상품E,500.0,김주원,201901
187,2019-01-15 05:27:00,상품E,500.0,김강민,201901
1169,2019-05-26 21:14:00,상품E,500.0,김재윤,201905
2678,2019-03-08 03:25:00,상품E,500.0,김시호,201903
1650,2019-06-23 19:33:00,상품E,500.0,김준석,201906
2322,2019-02-20 11:21:00,상품E,500.0,김건우,201902
1155,2019-01-09 07:07:00,상품E,500.0,김현석,201901
2069,2019-04-15 12:35:00,상품E,500.0,김도율,201904
1352,2019-05-15 08:27:00,상품E,500.0,김도하,201905
750,2019-03-18 15:55:00,상품E,500.0,김경민,201903
1403,2019-01-06 13:02:00,상품E,500.0,김예준,201901
92,2019-04-08 15:06:00,상품E,500.0,김지운,201904
264,2019-02-20 16:18:00,상품E,500.0,김하랑,201902
316,2019-04-06 08:13:00,상품E,500.0,김유진,201904
2760,2019-05-09 18:06:00,상품E,500.0,김현승,201905
1295,2019-04-14 23:36:00,상품E,500.0,김정훈,201904
2577,2019-06-09 19:22:00,상품E,500.0,김민석,201906
2903,2019-02-04 08:57:00,상품E,500.0,김지훈,201902
1793,2019-06-06 21:19:00,상품E,500.0,김성민,201906
515,2019-04-26 23:57:00,상품E,500.0,김성훈,201904
2181,2019-05-22 23:12:00,상품E,500.0,김시율,201905
369,2019-02-16 16:28:00,상품E,500.0,김지후,201902
282,2019-06-10 00:34:00,상품E,500.0,김우진,201906
2054,2019-01-06 10:57:00,상품E,500.0,김정민,201901
93,2019-03-10 11:36:00,상품E,500.0,김하진,201903
2786,2019-01-19 03:30:00,상품E,500.0,김승빈,201901
1803,2019-04-20 05:17:00,상품E,500.0,김태훈,201904
503,2019-04-18 16:31:00,상품E,500.0,김태민,201904
1468,2019-04-20 19:10:00,상품E,500.0,김서진,201904
2771,2019-05-04 23:23:00,상품E,500.0,김태경,201905
314,2019-02-07 18:59:00,상품E,500.0,김서율,201902
206,2019-02-20 23:12:00,상품E,500.0,김시온,201902
1007,2019-03-19 12:23:00,상품E,500.0,김건우,201903
2273,2019-06-27 00:16:00,상품E,500.0,김은찬,201906
2213,2019-05-25 00:54:00,상품E,500.0,김강현,201905
1012,2019-05-10 18:16:00,상품E,500.0,김규민,201905
1573,2019-04-09 02:56:00,상품E,500.0,김민규,201904
1463,2019-01-14 06:57:00,상품E,500.0,김시온,201901
491,2019-01-07 23:04:00,상품E,500.0,김재민,201901
2271,2019-06-13 23:31:00,상품E,500.0,김영준,201906
1779,2019-01-26 06:49:00,상품E,500.0,김은찬,201901
794,2019-04-19 05:01:00,상품E,500.0,김유찬,201904
1068,2019-05-14 01:28:00,상품E,500.0,김서후,201905
260,2019-07-17 00:32:00,상품E,500.0,정우석,201907
1248,2019-07-17 13:07:00,상품E,500.0,김도현,201907
1082,2019-06-07 00:56:00,상품E,500.0,김윤성,201906
924,2019-05-21 03:34:00,상품E,500.0,김성민,201905
2590,2019-05-30 23:06:00,상품E,500.0,김주한,201905
2157,2019-05-27 11:57:00,상품E,500.0,김수현,201905
2589,2019-01-28 14:03:00,상품E,500.0,김지우,201901
2408,2019-01-19 08:20:00,상품E,500.0,김도윤,201901
1077,2019-07-04 07:31:00,상품E,500.0,김시율,201907
2656,2019-05-08 15:55:00,상품E,500.0,김지혁,201905
2807,2019-07-31 07:59:00,상품E,500.0,김지성,201907
2812,2019-02-20 19:40:00,상품E,500.0,김하랑,201902
2034,2019-04-03 10:25:00,상품E,500.0,김은호,201904
2375,2019-05-28 04:03:00,상품E,500.0,김하윤,201905
2169,2019-01-11 00:07:00,상품E,500.0,김찬영,201901
729,2019-07-11 04:31:00,상품E,500.0,김태영,201907
322,2019-07-11 09:07:00,상품E,500.0,김현서,201907
1612,2019-02-06 19:53:00,상품E,500.0,김승우,201902
1864,2019-04-05 21:45:00,상품E,500.0,김민재,201904
536,2019-02-12 14:31:00,상품E,500.0,김재현,201902
534,2019-01-27 21:30:00,상품E,500.0,김재호,201901
1665,2019-04-01 03:08:00,상품F,600.0,김세현,201904
177,2019-06-03 05:10:00,상품F,600.0,김태경,201906
1643,2019-03-13 04:51:00,상품F,600.0,김동건,201903
2307,2019-02-07 04:10:00,상품F,600.0,김재희,201902
2396,2019-03-12 03:30:00,상품F,600.0,김윤재,201903
1252,2019-02-11 17:50:00,상품F,600.0,김우찬,201902
1989,2019-03-20 21:37:00,상품F,600.0,김성윤,201903
2030,2019-05-09 15:45:00,상품F,600.0,김지환,201905
2673,2019-04-01 02:12:00,상품F,600.0,김다온,201904
2457,2019-01-14 04:37:00,상품F,600.0,김재준,201901
1636,2019-03-07 23:51:00,상품F,600.0,김시율,201903
761,2019-03-03 18:09:00,상품F,600.0,김승후,201903
1300,2019-06-01 10:43:00,상품F,600.0,김태준,201906
2509,2019-02-14 07:31:00,상품F,600.0,김민준,201902
2508,2019-01-19 04:04:00,상품F,600.0,김은혁,201901
1237,2019-05-15 21:18:00,상품F,600.0,김현민,201905
2053,2019-05-08 02:35:00,상품F,600.0,김성현,201905
430,2019-06-26 21:50:00,상품F,600.0,김성훈,201906
767,2019-05-13 13:19:00,상품F,600.0,김지환,201905
409,2019-04-18 22:43:00,상품F,600.0,김동우,201904
798,2019-01-15 08:30:00,상품F,600.0,김승찬,201901
389,2019-02-15 16:08:00,상품F,600.0,김지안,201902
2756,2019-07-06 17:43:00,상품F,600.0,김정민,201907
48,2019-03-10 15:16:00,상품F,600.0,김서후,201903
1767,2019-04-17 21:19:00,상품F,600.0,김라온,201904
1075,2019-06-11 00:58:00,상품F,600.0,김지민,201906
1073,2019-04-26 02:01:00,상품F,600.0,김정민,201904
2410,2019-03-09 08:36:00,상품F,600.0,김성민,201903
944,2019-04-12 12:13:00,상품F,600.0,김주한,201904
193,2019-03-30 07:38:00,상품F,600.0,김재혁,201903
2758,2019-04-19 00:40:00,상품F,600.0,김태훈,201904
1061,2019-06-07 18:31:00,상품F,600.0,김성현,201906
1060,2019-03-06 07:53:00,상품F,600.0,김태민,201903
1057,2019-07-18 01:20:00,상품F,600.0,김은성,201907
970,2019-05-16 05:00:00,상품F,600.0,김하랑,201905
1043,2019-02-15 07:04:00,상품F,600.0,김우현,201902
977,2019-01-02 19:30:00,상품F,600.0,김승유,201901
979,2019-06-06 11:21:00,상품F,600.0,김재혁,201906
208,2019-05-04 18:47:00,상품F,600.0,김건우,201905
988,2019-04-13 21:53:00,상품F,600.0,김하윤,201904
1800,2019-07-23 18:13:00,상품F,600.0,김준성,201907
2769,2019-03-31 18:38:00,상품F,600.0,김우주,201903
377,2019-07-30 15:55:00,상품F,600.0,김주혁,201907
1821,2019-05-31 09:44:00,상품F,600.0,김승원,201905
1010,2019-04-20 06:31:00,상품F,600.0,김지율,201904
1018,2019-06-04 03:45:00,상품F,600.0,김유찬,201906
1880,2019-01-26 21:18:00,상품F,600.0,김시율,201901
192,2019-03-03 06:14:00,상품F,600.0,김대현,201903
55,2019-03-12 06:07:00,상품F,600.0,김도원,201903
2417,2019-05-25 05:46:00,상품F,600.0,김성현,201905
422,2019-01-27 19:27:00,상품F,600.0,김윤우,201901
1673,2019-02-24 21:25:00,상품F,600.0,김재훈,201902
2700,2019-06-29 09:21:00,상품F,600.0,정준기,201906
2342,2019-05-25 11:11:00,상품F,600.0,김도현,201905
340,2019-06-29 04:47:00,상품F,600.0,김우주,201906
237,2019-01-16 22:41:00,상품F,600.0,김우찬,201901
1180,2019-03-20 07:41:00,상품F,600.0,김현서,201903
415,2019-05-26 09:38:00,상품F,600.0,김현승,201905
1933,2019-06-07 22:56:00,상품F,600.0,김민재,201906
1163,2019-05-27 06:43:00,상품F,600.0,김성현,201905
99,2019-02-12 11:30:00,상품F,600.0,김현서,201902
348,2019-03-22 03:37:00,상품F,600.0,김성윤,201903
1211,2019-07-02 00:59:00,상품F,600.0,김서준,201907
1918,2019-05-01 16:16:00,상품F,600.0,김윤찬,201905
1911,2019-02-08 18:48:00,상품F,600.0,김시우,201902
1908,2019-03-17 17:05:00,상품F,600.0,김동욱,201903
1722,2019-03-24 10:01:00,상품F,600.0,김준혁,201903
2833,2019-03-09 23:48:00,상품F,600.0,김우빈,201903
1733,2019-03-03 06:40:00,상품F,600.0,김찬우,201903
2360,2019-06-23 11:46:00,상품F,600.0,김우주,201906
1125,2019-06-19 19:11:00,상품F,600.0,김현서,201906
227,2019-01-09 20:10:00,상품F,600.0,김찬영,201901
43,2019-07-25 00:59:00,상품F,600.0,김시윤,201907
2419,2019-04-05 05:12:00,상품F,600.0,김준석,201904
1894,2019-02-11 02:25:00,상품F,600.0,김재원,201902
2364,2019-03-16 22:24:00,상품F,600.0,김시완,201903
2353,2019-06-26 21:08:00,상품F,600.0,김서진,201906
694,2019-05-15 00:04:00,상품F,600.0,김시율,201905
275,2019-01-02 01:22:00,상품F,600.0,김찬우,201901
2925,2019-06-21 03:33:00,상품F,600.0,김시훈,201906
605,2019-05-17 12:40:00,상품F,600.0,김정민,201905
1557,2019-03-17 03:14:00,상품F,600.0,김윤찬,201903
474,2019-04-13 11:21:00,상품F,600.0,김정원,201904
2556,2019-07-05 06:54:00,상품F,600.0,김승원,201907
535,2019-07-21 00:26:00,상품F,600.0,김재영,201907
2178,2019-04-01 17:34:00,상품F,600.0,김범준,201904
138,2019-03-14 13:47:00,상품F,600.0,김연호,201903
1554,2019-04-12 14:43:00,상품F,600.0,김진우,201904
77,2019-02-19 16:59:00,상품F,600.0,김주혁,201902
610,2019-01-06 13:59:00,상품F,600.0,김우준,201901
631,2019-01-26 02:15:00,상품F,600.0,김지혁,201901
604,2019-02-09 22:34:00,상품F,600.0,김서윤,201902
615,2019-07-24 18:54:00,상품F,600.0,김정후,201907
262,2019-01-02 00:09:00,상품F,600.0,김재영,201901
263,2019-04-07 22:23:00,상품F,600.0,김시온,201904
2546,2019-07-31 04:22:00,상품F,600.0,김승재,201907
1441,2019-03-18 13:47:00,상품F,600.0,김성빈,201903
2257,2019-07-14 17:21:00,상품F,600.0,김찬우,201907
2927,2019-02-07 17:29:00,상품F,600.0,김현승,201902
2536,2019-07-10 02:52:00,상품F,600.0,김주영,201907
2170,2019-03-23 15:09:00,상품F,600.0,김도윤,201903
261,2019-07-27 01:27:00,상품F,600.0,김지혁,201907
2112,2019-06-02 02:06:00,상품F,600.0,김지용,201906
529,2019-01-03 05:44:00,상품F,600.0,김대현,201901
2262,2019-05-22 17:28:00,상품F,600.0,김주영,201905
2954,2019-02-21 19:17:00,상품F,600.0,김재민,201902
270,2019-07-14 05:18:00,상품F,600.0,김재준,201907
1526,2019-02-15 04:36:00,상품F,600.0,김준석,201902
592,2019-01-14 00:48:00,상품F,600.0,김성훈,201901
2249,2019-06-12 08:17:00,상품F,600.0,김찬영,201906
291,2019-01-20 22:25:00,상품F,600.0,김민혁,201901
2172,2019-07-27 12:07:00,상품F,600.0,김수호,201907
1418,2019-04-24 10:56:00,상품F,600.0,김현승,201904
556,2019-06-22 11:14:00,상품F,600.0,김재원,201906
1520,2019-07-07 07:15:00,상품F,600.0,김준석,201907
685,2019-03-29 13:36:00,상품F,600.0,김재민,201903
2145,2019-05-21 07:39:00,상품F,600.0,김우영,201905
449,2019-07-13 15:36:00,상품F,600.0,김동건,201907
591,2019-04-09 19:25:00,상품F,600.0,김진우,201904
598,2019-06-09 00:49:00,상품F,600.0,김상현,201906
2921,2019-03-07 22:46:00,상품F,600.0,김서진,201903
1490,2019-03-23 01:42:00,상품F,600.0,김시온,201903
2127,2019-04-01 04:22:00,상품F,600.0,김현석,201904
2956,2019-05-25 21:25:00,상품F,600.0,김하윤,201905
446,2019-05-11 18:02:00,상품F,600.0,김은성,201905
2078,2019-03-23 15:22:00,상품F,600.0,김윤우,201903
959,2019-02-23 07:32:00,상품G,700.0,김우진,201902
2103,2019-05-12 21:12:00,상품G,700.0,김지한,201905
335,2019-05-12 06:18:00,상품G,700.0,김시훈,201905
2690,2019-04-24 12:55:00,상품G,700.0,김재희,201904
1351,2019-01-31 17:57:00,상품G,700.0,김지민,201901
201,2019-02-10 03:09:00,상품G,700.0,김주현,201902
1854,2019-07-31 16:26:00,상품G,700.0,김민호,201907
1986,2019-05-08 23:03:00,상품G,700.0,김서윤,201905
1062,2019-07-31 12:08:00,상품G,700.0,김준서,201907
1220,2019-01-26 12:39:00,상품G,700.0,김재준,201901
1358,2019-07-18 22:03:00,상품G,700.0,김현성,201907
1355,2019-01-09 16:23:00,상품G,700.0,김지후,201901
2146,2019-03-22 13:03:00,상품G,700.0,김지혁,201903
2945,2019-04-20 01:05:00,상품G,700.0,김재훈,201904
2695,2019-02-17 11:12:00,상품G,700.0,김재영,201902
1671,2019-05-26 10:25:00,상품G,700.0,김도영,201905
2256,2019-07-29 08:59:00,상품G,700.0,김예성,201907
2067,2019-03-11 16:01:00,상품G,700.0,김재윤,201903
2804,2019-06-29 01:51:00,상품G,700.0,김지우,201906
336,2019-03-15 10:06:00,상품G,700.0,김이준,201903
595,2019-05-05 10:03:00,상품G,700.0,김수호,201905
350,2019-07-09 21:51:00,상품G,700.0,김건희,201907
2158,2019-07-23 06:28:00,상품G,700.0,김은성,201907
928,2019-03-11 01:07:00,상품G,700.0,김승우,201903
2350,2019-06-26 17:47:00,상품G,700.0,김준후,201906
1769,2019-06-17 01:34:00,상품G,700.0,김시환,201906
846,2019-07-07 20:15:00,상품G,700.0,김민찬,201907
366,2019-06-23 15:08:00,상품G,700.0,김도원,201906
539,2019-04-21 20:54:00,상품G,700.0,김하랑,201904
1375,2019-01-16 21:00:00,상품G,700.0,김정현,201901
1380,2019-05-04 05:54:00,상품G,700.0,김윤성,201905
1699,2019-04-02 23:57:00,상품G,700.0,김재우,201904
1865,2019-04-15 01:49:00,상품G,700.0,김현성,201904
831,2019-05-12 14:43:00,상품G,700.0,김민서,201905
159,2019-06-19 11:12:00,상품G,700.0,김수호,201906
338,2019-02-01 11:42:00,상품G,700.0,김유빈,201902
2117,2019-02-18 16:24:00,상품G,700.0,김준석,201902
2114,2019-01-14 03:45:00,상품G,700.0,김준서,201901
2704,2019-05-30 04:53:00,상품G,700.0,김준후,201905
2703,2019-02-15 01:45:00,상품G,700.0,김시환,201902
124,2019-07-24 14:59:00,상품G,700.0,김태경,201907
337,2019-05-15 16:34:00,상품G,700.0,김민규,201905
1771,2019-07-17 05:37:00,상품G,700.0,김수혁,201907
815,2019-07-05 08:44:00,상품G,700.0,김준희,201907
616,2019-05-19 15:54:00,상품G,700.0,김지후,201905
265,2019-07-15 15:09:00,상품G,700.0,김윤재,201907
2456,2019-03-18 21:10:00,상품G,700.0,김하윤,201903
2323,2019-03-25 20:28:00,상품G,700.0,김정훈,201903
1256,2019-04-02 15:20:00,상품G,700.0,김도하,201904
2102,2019-01-21 17:56:00,상품G,700.0,김하민,201901
2749,2019-06-21 21:43:00,상품G,700.0,김도하,201906
149,2019-06-23 09:42:00,상품G,700.0,김태경,201906
442,2019-06-24 13:52:00,상품G,700.0,김재윤,201906
1400,2019-07-10 13:03:00,상품G,700.0,김민건,201907
2033,2019-07-20 14:06:00,상품G,700.0,김하랑,201907
2772,2019-01-21 10:47:00,상품G,700.0,정우석,201901
2083,2019-04-02 08:23:00,상품G,700.0,김도영,201904
2571,2019-05-11 21:09:00,상품G,700.0,김지오,201905
723,2019-04-30 15:25:00,상품G,700.0,김유준,201904
1805,2019-04-24 03:18:00,상품G,700.0,김원준,201904
2739,2019-01-04 08:56:00,상품G,700.0,김시윤,201901
2647,2019-03-01 21:42:00,상품G,700.0,김수호,201903
1587,2019-03-26 15:08:00,상품G,700.0,김성윤,201903
1132,2019-05-09 10:31:00,상품G,700.0,김정민,201905
2645,2019-07-09 04:01:00,상품G,700.0,김윤재,201907
1561,2019-04-18 01:22:00,상품G,700.0,김지안,201904
713,2019-05-03 09:15:00,상품G,700.0,김라온,201905
1806,2019-03-26 20:44:00,상품G,700.0,김현서,201903
573,2019-05-08 09:27:00,상품G,700.0,김윤재,201905
682,2019-03-01 23:35:00,상품G,700.0,김도하,201903
2077,2019-02-11 13:41:00,상품G,700.0,김지율,201902
2907,2019-02-28 14:21:00,상품G,700.0,김원준,201902
1574,2019-01-13 20:42:00,상품G,700.0,김우현,201901
313,2019-03-30 08:56:00,상품G,700.0,김성훈,201903
21,2019-06-10 19:07:00,상품G,700.0,김승유,201906
312,2019-02-06 00:15:00,상품G,700.0,김태경,201902
1455,2019-07-09 16:35:00,상품G,700.0,정우석,201907
690,2019-04-12 03:49:00,상품G,700.0,김시호,201904
1570,2019-07-16 05:40:00,상품G,700.0,김예찬,201907
1021,2019-05-08 18:42:00,상품G,700.0,김지용,201905
1254,2019-03-27 23:07:00,상품G,700.0,김승호,201903
2430,2019-05-23 14:17:00,상품G,700.0,김지완,201905
657,2019-02-24 05:24:00,상품G,700.0,김재원,201902
645,2019-06-04 10:28:00,상품G,700.0,김선우,201906
1648,2019-01-28 02:02:00,상품G,700.0,김지안,201901
2934,2019-02-14 05:43:00,상품G,700.0,김우주,201902
2097,2019-07-29 14:48:00,상품G,700.0,김주현,201907
2096,2019-05-15 00:41:00,상품G,700.0,김규민,201905
1341,2019-07-25 12:14:00,상품G,700.0,김이안,201907
1475,2019-02-12 14:02:00,상품G,700.0,김재훈,201902
2891,2019-02-13 07:01:00,상품G,700.0,김성민,201902
2984,2019-03-06 06:16:00,상품G,700.0,김승호,201903
1051,2019-01-05 23:39:00,상품G,700.0,김정민,201901
1436,2019-04-23 02:16:00,상품G,700.0,김시현,201904
2320,2019-03-19 21:24:00,상품G,700.0,김윤서,201903
980,2019-07-11 02:59:00,상품G,700.0,김재준,201907
1335,2019-05-31 00:46:00,상품G,700.0,김원준,201905
367,2019-05-29 03:26:00,상품G,700.0,김도경,201905
1246,2019-06-14 15:46:00,상품G,700.0,김우영,201906
1550,2019-02-25 13:07:00,상품G,700.0,김현서,201902
1874,2019-05-25 02:11:00,상품G,700.0,김재현,201905
2148,2019-05-25 01:18:00,상품G,700.0,김성현,201905
2153,2019-06-18 17:00:00,상품G,700.0,김재영,201906
2188,2019-06-21 07:41:00,상품G,700.0,김준호,201906
1991,2019-05-22 05:03:00,상품G,700.0,김하준,201905
139,2019-05-23 00:15:00,상품G,700.0,김상현,201905
2887,2019-04-02 15:42:00,상품G,700.0,김주환,201904
2021,2019-06-20 17:29:00,상품G,700.0,김동건,201906
2149,2019-06-27 14:39:00,상품G,700.0,김승호,201906
1836,2019-04-13 08:35:00,상품G,700.0,김현석,201904
919,2019-01-18 11:10:00,상품H,800.0,김하윤,201901
1116,2019-07-13 20:55:00,상품H,800.0,김규현,201907
1099,2019-07-03 16:16:00,상품H,800.0,김우현,201907
2968,2019-05-01 16:48:00,상품H,800.0,김우찬,201905
1114,2019-02-04 07:23:00,상품H,800.0,김우주,201902
567,2019-04-12 06:15:00,상품H,800.0,김은혁,201904
566,2019-03-28 07:36:00,상품H,800.0,김민기,201903
2823,2019-05-27 18:24:00,상품H,800.0,김성준,201905
1092,2019-04-23 05:03:00,상품H,800.0,정준기,201904
2541,2019-03-24 15:21:00,상품H,800.0,김승재,201903
1755,2019-03-16 01:46:00,상품H,800.0,김은우,201903
2997,2019-07-14 12:56:00,상품H,800.0,김승주,201907
1477,2019-06-01 01:12:00,상품H,800.0,김민기,201906
2543,2019-07-04 10:38:00,상품H,800.0,김하윤,201907
493,2019-01-12 12:41:00,상품H,800.0,김범준,201901
1809,2019-07-10 12:18:00,상품H,800.0,김연호,201907
496,2019-06-20 18:31:00,상품H,800.0,김승주,201906
2779,2019-05-02 11:19:00,상품H,800.0,김원준,201905
1005,2019-05-15 02:22:00,상품H,800.0,김승우,201905
1023,2019-06-25 22:45:00,상품H,800.0,김현수,201906
2200,2019-02-08 11:02:00,상품H,800.0,김연준,201902
2783,2019-06-29 06:03:00,상품H,800.0,김지안,201906
2784,2019-01-07 13:36:00,상품H,800.0,김민석,201901
1027,2019-03-08 22:27:00,상품H,800.0,김서율,201903
993,2019-06-21 02:38:00,상품H,800.0,김준희,201906
2194,2019-02-10 22:15:00,상품H,800.0,김주안,201902
2560,2019-04-27 11:27:00,상품H,800.0,김태경,201904
2576,2019-07-31 10:08:00,상품H,800.0,김승현,201907
543,2019-03-12 17:57:00,상품H,800.0,김시환,201903
2187,2019-01-23 02:14:00,상품H,800.0,김승훈,201901
1039,2019-01-16 08:26:00,상품H,800.0,김연호,201901
111,2019-04-04 21:11:00,상품H,800.0,김민호,201904
1784,2019-02-13 09:00:00,상품H,800.0,김현석,201902
520,2019-03-25 16:37:00,상품H,800.0,김도윤,201903
2983,2019-05-09 00:44:00,상품H,800.0,김민준,201905
2223,2019-07-30 23:38:00,상품H,800.0,김지용,201907
2579,2019-03-23 07:31:00,상품H,800.0,김상민,201903
2798,2019-06-30 09:18:00,상품H,800.0,김영준,201906
954,2019-05-19 01:37:00,상품H,800.0,김서준,201905
949,2019-02-06 05:48:00,상품H,800.0,정우석,201902
533,2019-07-07 22:13:00,상품H,800.0,김시우,201907
1425,2019-03-01 16:07:00,상품H,800.0,김승민,201903
1866,2019-06-20 23:25:00,상품H,800.0,김동욱,201906
1868,2019-06-03 22:20:00,상품H,800.0,김도율,201906
378,2019-04-26 02:58:00,상품H,800.0,김우찬,201904
1896,2019-05-02 04:47:00,상품H,800.0,김하민,201905
2774,2019-03-23 15:01:00,상품H,800.0,김지우,201903
1930,2019-02-18 05:51:00,상품H,800.0,김수민,201902
1963,2019-01-25 06:56:00,상품H,800.0,김준성,201901
1191,2019-02-28 09:08:00,상품H,800.0,김승우,201902
1952,2019-01-23 07:52:00,상품H,800.0,김민준,201901
2335,2019-02-02 04:16:00,상품H,800.0,김서진,201902
608,2019-02-26 10:43:00,상품H,800.0,김도윤,201902
