,purchase_date,item_name,item_price,customer_name
1653,2019-02-14 13:40,상품E,500.0,김재민
1528,2019-01-01 13:11,상품E,500.0,김은율
1938,2019-02-10 13:29,상품E,,김민준
779,2019-01-26 23:24,상품E,500.0,김주원
187,2019-01-15 5:27,상품E,500.0,김강민
1169,2019-05-26 21:14,상품E,500.0,김재윤
2678,2019-03-08 3:25,상품E,500.0,김시호
1650,2019-06-23 19:33,상품E,500.0,김준석
2322,2019-02-20 11:21,상품E,,김건우
1155,2019-01-09 7:07,상품E,500.0,김현석
2069,2019-04-15 12:35,상품E,500.0,김도율
1352,2019-05-15 8:27,상품E,500.0,김도하
750,2019-03-18 15:55,상품E,500.0,김경민
1403,2019-01-06 13:02,상품E,,김예준
92,2019-04-08 15:06,상품E,500.0,김지운
264,2019-02-20 16:18,상품E,500.0,김하랑
316,2019-04-06 8:13,상품E,500.0,김유진
2760,2019-05-09 18:06,상품E,500.0,김현승
1295,2019-04-14 23:36,상품E,500.0,김정훈
2577,2019-06-09 19:22,상품E,500.0,김민석
2903,2019-02-04 8:57,상품E,500.0,김지훈
1793,2019-06-06 21:19,상품E,500.0,김성민
515,2019-04-26 23:57,상품E,500.0,김성훈
2181,2019-05-22 23:12,상품E,500.0,김시율
369,2019-02-16 16:28,상품E,,김지후
282,2019-06-10 0:34,상품E,500.0,김우진
2054,2019-01-06 10:57,상품E,500.0,김정민
93,2019-03-10 11:36,상품E,500.0,김하진
2786,2019-01-19 3:30,상품E,,김승빈
1803,2019-04-20 5:17,상품E,500.0,김태훈
503,2019-04-18 16:31,상품E,500.0,김태민
1468,2019-04-20 19:10,상품E,500.0,김서진
2771,2019-05-04 23:23,상품E,,김태경
314,2019-02-07 18:59,상품E,500.0,김서율
206,2019-02-20 23:12,상품E,,김시온
1007,2019-03-19 12:23,상품E,500.0,김건우
2273,2019-06-27 0:16,상품E,500.0,김은찬
2213,2019-05-25 0:54,상품E,500.0,김강현
1012,2019-05-10 18:16,상품E,500.0,김규민
1573,2019-04-09 2:56,상품E,,김민규
1463,2019-01-14 6:57,상품E,500.0,김시온
491,2019-01-07 23:04,상품E,500.0,김재민
2271,2019-06-13 23:31,상품E,500.0,김영준
1779,2019-01-26 6:49,상품E,500.0,김은찬
794,2019-04-19 5:01,상품E,500.0,김유찬
1068,2019-05-14 1:28,상품E,500.0,김서후
260,2019-07-17 0:32,상품E,500.0,정우석
1248,2019-07-17 13:07,상품E,500.0,김도현
1082,2019-06-07 0:56,상품E,500.0,김윤성
924,2019-05-21 3:34,상품E,500.0,김성민
2590,2019-05-30 23:06,상품E,500.0,김주한
2157,2019-05-27 11:57,상품E,500.0,김수현
2589,2019-01-28 14:03,상품E,500.0,김지우
2408,2019-01-19 8:20,상품E,500.0,김도윤
1077,2019-07-04 7:31,상품E,500.0,김시율
2656,2019-05-08 15:55,상품E,500.0,김지혁
2807,2019-07-31 7:59,상품E,500.0,김지성
2812,2019-02-20 19:40,상품E,500.0,김하랑
2034,2019-04-03 10:25,상품E,500.0,김은호
2375,2019-05-28 4:03,상품E,500.0,김하윤
2169,2019-01-11 0:07,상품E,500.0,김찬영
729,2019-07-11 4:31,상품E,,김태영
322,2019-07-11 9:07,상품E,500.0,김현서
1612,2019-02-06 19:53,상품E,500.0,김승우
1864,2019-04-05 21:45,상품E,500.0,김민재
536,2019-02-12 14:31,상품E,500.0,김재현
534,2019-01-27 21:30,상품E,,김재호
1665,2019-04-01 3:08,상품F,600.0,김세현
177,2019-06-03 5:10,상품F,600.0,김태경
1643,2019-03-13 4:51,상품F,600.0,김동건
2307,2019-02-07 4:10,상품F,600.0,김재희
2396,2019-03-12 3:30,상품F,600.0,김윤재
1252,2019-02-11 17:50,상품F,600.0,김우찬
1989,2019-03-20 21:37,상품F,600.0,김성윤
2030,2019-05-09 15:45,상품F,600.0,김지환
2673,2019-04-01 2:12,상품F,600.0,김다온
2457,2019-01-14 4:37,상품F,600.0,김재준
1636,2019-03-07 23:51,상품F,600.0,김시율
761,2019-03-03 18:09,상품F,,김승후
1300,2019-06-01 10:43,상품F,600.0,김태준
2509,2019-02-14 7:31,상품F,,김민준
2508,2019-01-19 4:04,상품F,600.0,김은혁
1237,2019-05-15 21:18,상품F,600.0,김현민
2053,2019-05-08 2:35,상품F,600.0,김성현
430,2019-06-26 21:50,상품F,,김성훈
767,2019-05-13 13:19,상품F,600.0,김지환
409,2019-04-18 22:43,상품F,600.0,김동우
798,2019-01-15 8:30,상품F,600.0,김승찬
389,2019-02-15 16:08,상품F,600.0,김지안
2756,2019-07-06 17:43,상품F,600.0,김정민
48,2019-03-10 15:16,상품F,600.0,김서후
1767,2019-04-17 21:19,상품F,600.0,김라온
1075,2019-06-11 0:58,상품F,600.0,김지민
1073,2019-04-26 2:01,상품F,600.0,김정민
2410,2019-03-09 8:36,상품F,600.0,김성민
944,2019-04-12 12:13,상품F,600.0,김주한
193,2019-03-30 7:38,상품F,,김재혁
2758,2019-04-19 0:40,상품F,600.0,김태훈
1061,2019-06-07 18:31,상품F,600.0,김성현
1060,2019-03-06 7:53,상품F,600.0,김태민
1057,2019-07-18 1:20,상품F,600.0,김은성
970,2019-05-16 5:00,상품F,600.0,김하랑
1043,2019-02-15 7:04,상품F,600.0,김우현
977,2019-01-02 19:30,상품F,600.0,김승유
979,2019-06-06 11:21,상품F,600.0,김재혁
208,2019-05-04 18:47,상품F,600.0,김건우
988,2019-04-13 21:53,상품F,600.0,김하윤
1800,2019-07-23 18:13,상품F,600.0,김준성
2769,2019-03-31 18:38,상품F,600.0,김우주
377,2019-07-30 15:55,상품F,600.0,김주혁
1821,2019-05-31 9:44,상품F,600.0,김승원
1010,2019-04-20 6:31,상품F,600.0,김지율
1018,2019-06-04 3:45,상품F,600.0,김유찬
1880,2019-01-26 21:18,상품F,600.0,김시율
192,2019-03-03 6:14,상품F,,김대현
55,2019-03-12 6:07,상품F,600.0,김도원
2417,2019-05-25 5:46,상품F,600.0,김성현
422,2019-01-27 19:27,상품F,600.0,김윤우
1673,2019-02-24 21:25,상품F,600.0,김재훈
2700,2019-06-29 9:21,상품F,600.0,정준기
2342,2019-05-25 11:11,상품F,600.0,김도현
340,2019-06-29 4:47,상품F,600.0,김우주
237,2019-01-16 22:41,상품F,600.0,김우찬
1180,2019-03-20 7:41,상품F,600.0,김현서
415,2019-05-26 9:38,상품F,,김현승
1933,2019-06-07 22:56,상품F,600.0,김민재
1163,2019-05-27 6:43,상품F,600.0,김성현
99,2019-02-12 11:30,상품F,600.0,김현서
348,2019-03-22 3:37,상품F,600.0,김성윤
1211,2019-07-02 0:59,상품F,600.0,김서준
1918,2019-05-01 16:16,상품F,600.0,김윤찬
1911,2019-02-08 18:48,상품F,,김시우
1908,2019-03-17 17:05,상품F,600.0,김동욱
1722,2019-03-24 10:01,상품F,,김준혁
2833,2019-03-09 23:48,상품F,600.0,김우빈
1733,2019-03-03 6:40,상품F,,김찬우
2360,2019-06-23 11:46,상품F,,김우주
1125,2019-06-19 19:11,상품F,600.0,김현서
227,2019-01-09 20:10,상품F,600.0,김찬영
43,2019-07-25 0:59,상품F,600.0,김시윤
2419,2019-04-05 5:12,상품F,600.0,김준석
1894,2019-02-11 2:25,상품F,600.0,김재원
2364,2019-03-16 22:24,상품F,,김시완
2353,2019-06-26 21:08,상품F,600.0,김서진
694,2019-05-15 0:04,상품F,600.0,김시율
275,2019-01-02 1:22,상품F,600.0,김찬우
2925,2019-06-21 3:33,상품F,600.0,김시훈
605,2019-05-17 12:40,상품F,600.0,김정민
1557,2019-03-17 3:14,상품F,600.0,김윤찬
474,2019-04-13 11:21,상품F,600.0,김정원
2556,2019-07-05 6:54,상품F,,김승원
535,2019-07-21 0:26,상품F,600.0,김재영
2178,2019-04-01 17:34,상품F,,김범준
138,2019-03-14 13:47,상품F,600.0,김연호
1554,2019-04-12 14:43,상품F,600.0,김진우
77,2019-02-19 16:59,상품F,,김주혁
610,2019-01-06 13:59,상품F,,김우준
631,2019-01-26 2:15,상품F,600.0,김지혁
604,2019-02-09 22:34,상품F,600.0,김서윤
615,2019-07-24 18:54,상품F,600.0,김정후
262,2019-01-02 0:09,상품F,600.0,김재영
263,2019-04-07 22:23,상품F,600.0,김시온
2546,2019-07-31 4:22,상품F,600.0,김승재
1441,2019-03-18 13:47,상품F,600.0,김성빈
2257,2019-07-14 17:21,상품F,600.0,김찬우
2927,2019-02-07 17:29,상품F,600.0,김현승
2536,2019-07-10 2:52,상품F,600.0,김주영
2170,2019-03-23 15:09,상품F,600.0,김도윤
261,2019-07-27 1:27,상품F,600.0,김지혁
2112,2019-06-02 2:06,상품F,600.0,김지용
529,2019-01-03 5:44,상품F,600.0,김대현
2262,2019-05-22 17:28,상품F,600.0,김주영
2954,2019-02-21 19:17,상품F,600.0,김재민
270,2019-07-14 5:18,상품F,600.0,김재준
1526,2019-02-15 4:36,상품F,600.0,김준석
592,2019-01-14 0:48,상품F,,김성훈
2249,2019-06-12 8:17,상품F,600.0,김찬영
291,2019-01-20 22:25,상품F,600.0,김민혁
2172,2019-07-27 12:07,상품F,600.0,김수호
1418,2019-04-24 10:56,상품F,600.0,김현승
556,2019-06-22 11:14,상품F,600.0,김재원
1520,2019-07-07 7:15,상품F,600.0,김준석
685,2019-03-29 13:36,상품F,600.0,김재민
2145,2019-05-21 7:39,상품F,,김우영
449,2019-07-13 15:36,상품F,600.0,김동건
591,2019-04-09 19:25,상품F,600.0,김진우
598,2019-06-09 0:49,상품F,600.0,김상현
2921,2019-03-07 22:46,상품F,600.0,김서진
1490,2019-03-23 1:42,상품F,600.0,김시온
2127,2019-04-01 4:22,상품F,,김현석
2956,2019-05-25 21:25,상품F,600.0,김하윤
446,2019-05-11 18:02,상품F,600.0,김은성
2078,2019-03-23 15:22,상품F,,김윤우
959,2019-02-23 7:32,상품G,,김우진
2103,2019-05-12 21:12,상품G,700.0,김지한
335,2019-05-12 6:18,상품G,,김시훈
2690,2019-04-24 12:55,상품G,700.0,김재희
1351,2019-01-31 17:57,상품G,700.0,김지민
201,2019-02-10 3:09,상품G,700.0,김주현
1854,2019-07-31 16:26,상품G,700.0,김민호
1986,2019-05-08 23:03,상품G,700.0,김서윤
1062,2019-07-31 12:08,상품G,700.0,김준서
1220,2019-01-26 12:39,상품G,700.0,김재준
1358,2019-07-18 22:03,상품G,700.0,김현성
1355,2019-01-09 16:23,상품G,700.0,김지후
2146,2019-03-22 13:03,상품G,700.0,김지혁
2945,2019-04-20 1:05,상품G,700.0,김재훈
2695,2019-02-17 11:12,상품G,,김재영
1671,2019-05-26 10:25,상품G,700.0,김도영
2256,2019-07-29 8:59,상품G,,김예성
2067,2019-03-11 16:01,상품G,,김재윤
2804,2019-06-29 1:51,상품G,700.0,김지우
336,2019-03-15 10:06,상품G,700.0,김이준
595,2019-05-05 10:03,상품G,700.0,김수호
350,2019-07-09 21:51,상품G,,김건희
2158,2019-07-23 6:28,상품G,700.0,김은성
928,2019-03-11 1:07,상품G,700.0,김승우
2350,2019-06-26 17:47,상품G,700.0,김준후
1769,2019-06-17 1:34,상품G,,김시환
846,2019-07-07 20:15,상품G,700.0,김민찬
366,2019-06-23 15:08,상품G,700.0,김도원
539,2019-04-21 20:54,상품G,700.0,김하랑
1375,2019-01-16 21:00,상품G,,김정현
1380,2019-05-04 5:54,상품G,,김윤성
1699,2019-04-02 23:57,상품G,700.0,김재우
1865,2019-04-15 1:49,상품G,700.0,김현성
831,2019-05-12 14:43,상품G,700.0,김민서
159,2019-06-19 11:12,상품G,700.0,김수호
338,2019-02-01 11:42,상품G,700.0,김유빈
2117,2019-02-18 16:24,상품G,700.0,김준석
2114,2019-01-14 3:45,상품G,700.0,김준서
2704,2019-05-30 4:53,상품G,700.0,김준후
2703,2019-02-15 1:45,상품G,700.0,김시환
124,2019-07-24 14:59,상품G,700.0,김태경
337,2019-05-15 16:34,상품G,700.0,김민규
1771,2019-07-17 5:37,상품G,700.0,김수혁
815,2019-07-05 8:44,상품G,700.0,김준희
616,2019-05-19 15:54,상품G,700.0,김지후
265,2019-07-15 15:09,상품G,700.0,김윤재
2456,2019-03-18 21:10,상품G,700.0,김하윤
2323,2019-03-25 20:28,상품G,700.0,김정훈
1256,2019-04-02 15:20,상품G,700.0,김도하
2102,2019-01-21 17:56,상품G,700.0,김하민
2749,2019-06-21 21:43,상품G,700.0,김도하
149,2019-06-23 9:42,상품G,700.0,김태경
442,2019-06-24 13:52,상품G,700.0,김재윤
1400,2019-07-10 13:03,상품G,700.0,김민건
2033,2019-07-20 14:06,상품G,700.0,김하랑
2772,2019-01-21 10:47,상품G,700.0,정우석
2083,2019-04-02 8:23,상품G,700.0,김도영
2571,2019-05-11 21:09,상품G,700.0,김지오
723,2019-04-30 15:25,상품G,700.0,김유준
1805,2019-04-24 3:18,상품G,700.0,김원준
2739,2019-01-04 8:56,상품G,700.0,김시윤
2647,2019-03-01 21:42,상품G,,김수호
1587,2019-03-26 15:08,상품G,700.0,김성윤
1132,2019-05-09 10:31,상품G,700.0,김정민
2645,2019-07-09 4:01,상품G,700.0,김윤재
1561,2019-04-18 1:22,상품G,700.0,김지안
713,2019-05-03 9:15,상품G,700.0,김라온
1806,2019-03-26 20:44,상품G,700.0,김현서
573,2019-05-08 9:27,상품G,700.0,김윤재
682,2019-03-01 23:35,상품G,700.0,김도하
2077,2019-02-11 13:41,상품G,,김지율
2907,2019-02-28 14:21,상품G,700.0,김원준
1574,2019-01-13 20:42,상품G,700.0,김우현
313,2019-03-30 8:56,상품G,700.0,김성훈
21,2019-06-10 19:07,상품G,700.0,김승유
312,2019-02-06 0:15,상품G,700.0,김태경
1455,2019-07-09 16:35,상품G,700.0,정우석
690,2019-04-12 3:49,상품G,700.0,김시호
1570,2019-07-16 5:40,상품G,700.0,김예찬
1021,2019-05-08 18:42,상품G,700.0,김지용
1254,2019-03-27 23:07,상품G,,김승호
2430,2019-05-23 14:17,상품G,700.0,김지완
657,2019-02-24 5:24,상품G,700.0,김재원
645,2019-06-04 10:28,상품G,700.0,김선우
1648,2019-01-28 2:02,상품G,700.0,김지안
2934,2019-02-14 5:43,상품G,700.0,김우주
2097,2019-07-29 14:48,상품G,700.0,김주현
2096,2019-05-15 0:41,상품G,,김규민
1341,2019-07-25 12:14,상품G,700.0,김이안
1475,2019-02-12 14:02,상품G,700.0,김재훈
2891,2019-02-13 7:01,상품G,700.0,김성민
2984,2019-03-06 6:16,상품G,700.0,김승호
1051,2019-01-05 23:39,상품G,700.0,김정민
1436,2019-04-23 2:16,상품G,700.0,김시현
2320,2019-03-19 21:24,상품G,700.0,김윤서
980,2019-07-11 2:59,상품G,700.0,김재준
1335,2019-05-31 0:46,상품G,700.0,김원준
367,2019-05-29 3:26,상품G,700.0,김도경
1246,2019-06-14 15:46,상품G,,김우영
1550,2019-02-25 13:07,상품G,700.0,김현서
1874,2019-05-25 2:11,상품G,700.0,김재현
2148,2019-05-25 1:18,상품G,700.0,김성현
2153,2019-06-18 17:00,상품G,700.0,김재영
2188,2019-06-21 7:41,상품G,700.0,김준호
1991,2019-05-22 5:03,상품G,700.0,김하준
139,2019-05-23 0:15,상품G,700.0,김상현
2887,2019-04-02 15:42,상품G,700.0,김주환
2021,2019-06-20 17:29,상품G,700.0,김동건
2149,2019-06-27 14:39,상품G,700.0,김승호
1836,2019-04-13 8:35,상품G,700.0,김현석
919,2019-01-18 11:10,상품H,800.0,김하윤
1116,2019-07-13 20:55,상품H,800.0,김규현
1099,2019-07-03 16:16,상품H,800.0,김우현
2968,2019-05-01 16:48,상품H,800.0,김우찬
1114,2019-02-04 7:23,상품H,800.0,김우주
567,2019-04-12 6:15,상품H,800.0,김은혁
566,2019-03-28 7:36,상품H,800.0,김민기
2823,2019-05-27 18:24,상품H,800.0,김성준
1092,2019-04-23 5:03,상품H,,정준기
2541,2019-03-24 15:21,상품H,800.0,김승재
1755,2019-03-16 1:46,상품H,800.0,김은우
2997,2019-07-14 12:56,상품H,,김승주
1477,2019-06-01 1:12,상품H,800.0,김민기
2543,2019-07-04 10:38,상품H,800.0,김하윤
493,2019-01-12 12:41,상품H,800.0,김범준
1809,2019-07-10 12:18,상품H,800.0,김연호
496,2019-06-20 18:31,상품H,800.0,김승주
2779,2019-05-02 11:19,상품H,800.0,김원준
1005,2019-05-15 2:22,상품H,800.0,김승우
1023,2019-06-25 22:45,상품H,800.0,김현수
2200,2019-02-08 11:02,상품H,800.0,김연준
2783,2019-06-29 6:03,상품H,800.0,김지안
2784,2019-01-07 13:36,상품H,800.0,김민석
1027,2019-03-08 22:27,상품H,800.0,김서율
993,2019-06-21 2:38,상품H,,김준희
2194,2019-02-10 22:15,상품H,,김주안
2560,2019-04-27 11:27,상품H,800.0,김태경
2576,2019-07-31 10:08,상품H,800.0,김승현
543,2019-03-12 17:57,상품H,800.0,김시환
2187,2019-01-23 2:14,상품H,800.0,김승훈
1039,2019-01-16 8:26,상품H,800.0,김연호
111,2019-04-04 21:11,상품H,800.0,김민호
1784,2019-02-13 9:00,상품H,800.0,김현석
520,2019-03-25 16:37,상품H,800.0,김도윤
2983,2019-05-09 0:44,상품H,800.0,김민준
2223,2019-07-30 23:38,상품H,800.0,김지용
2579,2019-03-23 7:31,상품H,800.0,김상민
2798,2019-06-30 9:18,상품H,800.0,김영준
954,2019-05-19 1:37,상품H,800.0,김서준
949,2019-02-06 5:48,상품H,800.0,정우석
533,2019-07-07 22:13,상품H,800.0,김시우
1425,2019-03-01 16:07,상품H,800.0,김승민
1866,2019-06-20 23:25,상품H,800.0,김동욱
1868,2019-06-03 22:20,상품H,800.0,김도율
378,2019-04-26 2:58,상품H,800.0,김우찬
1896,2019-05-02 4:47,상품H,800.0,김하민
2774,2019-03-23 15:01,상품H,800.0,김지우
1930,2019-02-18 5:51,상품H,800.0,김수민
1963,2019-01-25 6:56,상품H,800.0,김준성
1191,2019-02-28 9:08,상품H,800.0,김승우
1952,2019-01-23 7:52,상품H,800.0,김민준
2335,2019-02-02 4:16,상품H,800.0,김서진
608,2019-02-26 10:43,상품H,800.0,김도윤
2120,2019-01-06 3:45,상품H,800.0,김우영
814,2019-04-07 12:49,상품H,800.0,김지환
65,2019-03-28 7:57,상품H,800.0,정준기
2847,2019-07-04 15:15,상품H,,김현준
1165,2019-04-24 22:09,상품H,800.0,김태준
2721,2019-07-17 23:10,상품H,800.0,김승훈
1378,2019-03-30 7:28,상품H,800.0,김성준
1242,2019-02-08 16:06,상품H,800.0,김하람
345,2019-03-12 16:21,상품H,800.0,김수현
2479,2019-07-26 5:50,상품H,800.0,김승빈
2251,2019-05-29 12:43,상품H,800.0,김하랑
2863,2019-01-25 23:42,상품H,,김재우
2952,2019-02-21 17:39,상품H,800.0,김승준
2631,2019-03-06 3:59,상품H,800.0,김도현
2095,2019-02-24 22:04,상품H,800.0,김유빈
1239,2019-06-13 2:52,상품H,800.0,김은혁
755,2019-05-18 19:13,상품H,800.0,김동현
1347,2019-02-28 13:56,상품H,800.0,김준후
1997,2019-01-21 22:18,상품H,800.0,김현수
809,2019-01-20 10:07,상품H,800.0,김지안
2878,2019-07-17 1:39,상품H,800.0,김지혁
2016,2019-01-27 22:04,상품H,800.0,김지용
1990,2019-01-19 4:47,상품H,,김승원
1983,2019-05-04 3:50,상품H,800.0,김주영
1982,2019-04-09 1:30,상품H,800.0,김지오
633,2019-03-27 16:08,상품H,800.0,김현승
1364,2019-07-22 1:52,상품H,800.0,김하진
749,2019-06-04 17:12,상품H,800.0,김정훈
1569,2019-07-04 14:46,상품H,800.0,김정현
2093,2019-05-08 12:46,상품H,800.0,김시온
1558,2019-07-11 9:59,상품H,800.0,김도영
1731,2019-05-25 3:00,상품H,800.0,김지환
1296,2019-06-10 22:37,상품H,800.0,김민건
1564,2019-02-07 13:58,상품H,800.0,김현승
311,2019-03-07 0:57,상품H,800.0,김준석
1713,2019-02-06 14:09,상품H,800.0,김강현
2236,2019-05-29 14:18,상품H,800.0,김범준
1503,2019-02-10 16:36,상품H,800.0,김정훈
1392,2019-04-16 1:17,상품H,800.0,김유준
2538,2019-07-04 17:34,상품H,800.0,정준기
1905,2019-02-15 12:25,상품H,800.0,김재현
1395,2019-07-23 23:43,상품H,800.0,김예성
2917,2019-01-13 19:15,상품H,800.0,김현승
2240,2019-06-13 5:05,상품H,800.0,김우찬
863,2019-05-14 0:57,상품H,800.0,김세현
2242,2019-07-02 21:38,상품H,800.0,김윤호
2428,2019-01-13 19:34,상품H,800.0,김찬영
1146,2019-06-22 0:59,상품H,800.0,김승후
1124,2019-04-10 19:08,상품H,,김세현
94,2019-03-19 10:16,상품H,800.0,김성민
1270,2019-07-09 19:18,상품H,800.0,김승찬
1593,2019-05-16 0:55,상품H,800.0,김시윤
2825,2019-03-14 5:32,상품H,800.0,김현서
668,2019-04-08 10:11,상품H,800.0,김유진
398,2019-03-17 17:12,상품H,800.0,김민기
2659,2019-01-20 21:31,상품H,800.0,김재현
1796,2019-01-04 21:26,상품I,900.0,김민석
1040,2019-02-02 21:22,상품I,,김영준
1333,2019-03-09 20:15,상품I,900.0,김상민
2557,2019-07-16 2:39,상품I,900.0,김시온
1465,2019-01-26 8:04,상품I,900.0,김수호
1553,2019-06-10 17:48,상품I,900.0,김성민
2516,2019-06-08 4:35,상품I,900.0,김태윤
2478,2019-06-06 14:21,상품I,,김정후
1586,2019-06-12 22:11,상품I,,김태양
1464,2019-03-18 3:18,상품I,900.0,김수현
2517,2019-02-23 14:38,상품I,900.0,김주호
1255,2019-02-17 18:37,상품I,900.0,김성우
1628,2019-06-12 10:17,상품I,900.0,김은율
1022,2019-03-04 17:32,상품I,900.0,김준영
1594,2019-03-06 6:59,상품I,900.0,김지우
2499,2019-06-11 4:51,상품I,900.0,김지완
2633,2019-03-05 21:18,상품I,900.0,김주원
2661,2019-01-29 12:21,상품I,900.0,김준영
1034,2019-05-25 17:26,상품I,900.0,김태영
1399,2019-04-19 18:20,상품I,900.0,김하민
269,2019-07-22 9:18,상품I,900.0,김범준
1644,2019-07-05 22:02,상품I,900.0,김지환
1766,2019-06-22 9:14,상품I,900.0,김도원
2591,2019-07-24 21:04,상품I,900.0,김주현
218,2019-01-25 19:02,상품I,900.0,김주호
352,2019-07-05 14:39,상품I,900.0,김지훈
1142,2019-01-10 16:33,상품I,900.0,김현우
1512,2019-02-11 3:14,상품I,900.0,김은성
87,2019-04-15 18:12,상품I,900.0,김재우
1747,2019-05-10 7:27,상품I,900.0,김정원
2423,2019-05-14 17:14,상품I,,김승윤
2737,2019-01-09 1:40,상품I,900.0,김승후
1109,2019-05-02 3:07,상품I,900.0,김연준
1110,2019-04-20 4:37,상품I,900.0,김은혁
2738,2019-02-09 18:08,상품I,900.0,김승환
359,2019-06-20 12:38,상품I,900.0,김동현
1098,2019-06-22 3:44,상품I,900.0,김도윤
2674,2019-05-07 18:44,상품I,900.0,김하율
1079,2019-01-13 23:23,상품I,900.0,김서윤
1714,2019-01-08 10:22,상품I,900.0,김대현
1232,2019-04-20 20:27,상품I,,김수혁
2629,2019-06-22 8:42,상품I,900.0,김주호
2680,2019-04-30 21:08,상품I,900.0,김연준
1539,2019-04-21 19:10,상품I,900.0,김규민
1538,2019-04-04 1:53,상품I,900.0,김현석
54,2019-04-19 18:15,상품I,900.0,김지우
1496,2019-05-16 21:50,상품I,900.0,김서후
1657,2019-01-21 12:41,상품I,900.0,김지호
2744,2019-03-14 9:52,상품I,900.0,김성민
1065,2019-04-19 23:56,상품I,900.0,김지성
2445,2019-04-09 11:33,상품I,900.0,김수호
63,2019-06-25 16:31,상품I,,김재훈
1421,2019-07-14 6:42,상품I,900.0,김주안
1420,2019-07-17 17:56,상품I,900.0,김승윤
1662,2019-04-30 21:26,상품I,,김재윤
1711,2019-06-25 7:31,상품I,900.0,김유진
2208,2019-07-22 16:22,상품I,,김시윤
1834,2019-07-12 3:00,상품I,900.0,김진우
1919,2019-02-04 6:10,상품I,900.0,김하람
650,2019-03-28 16:47,상품I,900.0,정준기
2937,2019-01-26 8:24,상품I,900.0,김수호
638,2019-04-26 2:54,상품I,900.0,김상현
882,2019-06-28 21:54,상품I,900.0,김유찬
609,2019-02-08 8:08,상품I,900.0,김수혁
1897,2019-02-16 8:41,상품I,900.0,김강현
463,2019-05-29 0:50,상품I,900.0,김지민
17,2019-04-06 12:00,상품I,900.0,김상현
399,2019-04-25 8:12,상품I,900.0,김준서
2137,2019-03-16 4:47,상품I,900.0,김준호
571,2019-03-07 4:37,상품I,900.0,김시율
569,2019-07-25 15:42,상품I,,김도경
553,2019-06-21 3:36,상품I,900.0,김은혁
549,2019-07-03 21:50,상품I,900.0,김준형
2809,2019-06-12 21:15,상품I,,김준석
2373,2019-01-22 10:07,상품I,900.0,김승윤
2160,2019-01-12 7:59,상품I,,김수호
902,2019-07-15 21:28,상품I,900.0,김동현
2801,2019-04-27 11:58,상품I,900.0,김정훈
2079,2019-05-10 20:49,상품I,900.0,김도율
2914,2019-07-11 5:23,상품I,900.0,김준영
2017,2019-04-24 18:49,상품I,900.0,김도영
2008,2019-01-27 4:05,상품I,900.0,김태우
2007,2019-01-02 9:57,상품I,900.0,김지호
1015,2019-06-04 15:09,상품I,900.0,김민재
765,2019-03-08 2:37,상품I,900.0,김승빈
2313,2019-02-13 4:32,상품I,900.0,김태인
774,2019-05-16 15:17,상품I,900.0,김하윤
2296,2019-07-11 6:43,상품I,900.0,김하율
688,2019-05-30 3:58,상품I,900.0,김윤성
1987,2019-04-08 17:38,상품I,900.0,김하랑
792,2019-05-14 13:44,상품I,900.0,김준희
2325,2019-01-19 19:19,상품I,900.0,김준후
2900,2019-07-24 7:57,상품I,900.0,김은호
2901,2019-07-29 20:46,상품I,,김도경
1965,2019-03-29 5:27,상품I,900.0,김유찬
122,2019-02-01 4:53,상품I,,김지용
184,2019-04-02 5:54,상품I,900.0,김연호
2282,2019-02-02 1:34,상품I,900.0,김가온
134,2019-03-17 13:26,상품I,900.0,김태양
200,2019-06-17 19:05,상품I,900.0,김현승
621,2019-05-02 12:25,상품I,900.0,김승찬
1841,2019-07-05 13:25,상품I,900.0,김성훈
108,2019-05-30 6:31,상품I,900.0,김지혁
1812,2019-02-27 20:47,상품I,900.0,김재윤
995,2019-01-26 17:51,상품I,900.0,김시율
991,2019-05-17 13:47,상품I,900.0,김성현
151,2019-01-05 4:10,상품I,,김우현
1827,2019-05-01 5:48,상품I,900.0,김은호
110,2019-07-19 2:16,상품I,900.0,김재현
1462,2019-05-14 12:56,상품I,900.0,김성우
382,2019-01-30 18:53,상품I,900.0,김주영
968,2019-06-26 14:31,상품I,900.0,김이안
2222,2019-07-06 17:35,상품I,900.0,김준성
756,2019-06-18 23:57,상품I,900.0,김태인
286,2019-05-20 12:16,상품J,1000.0,김동현
716,2019-07-31 10:23,상품J,1000.0,김규민
1297,2019-02-15 20:50,상품J,1000.0,김시율
2048,2019-03-02 0:44,상품J,1000.0,김준서
2766,2019-07-07 10:31,상품J,1000.0,김태경
1825,2019-04-23 20:39,상품J,1000.0,김호준
2442,2019-01-06 16:19,상품J,1000.0,김유빈
2507,2019-07-07 9:51,상품J,1000.0,김지오
830,2019-06-26 4:00,상품J,1000.0,김유빈
1691,2019-02-15 2:15,상품J,1000.0,김도하
1035,2019-04-13 0:19,상품J,1000.0,김태훈
695,2019-01-18 4:19,상품J,1000.0,김경민
1567,2019-02-24 23:31,상품J,1000.0,김성윤
2637,2019-07-11 20:25,상품J,1000.0,김우빈
1701,2019-07-16 9:34,상품J,,김예성
840,2019-06-27 11:24,상품J,1000.0,김도윤
344,2019-01-28 10:23,상품J,1000.0,김준호
2085,2019-01-19 16:56,상품J,,김성민
666,2019-07-09 12:15,상품J,1000.0,김준석
1932,2019-06-21 10:42,상품J,1000.0,김도원
